category,keyword,headline,body,press,url,crawled_at
복지지원사업,서울특별시 장애인 복지,오승록 노원구청장 ‘제22회 서울특별시 발달장애인 농구잔치’ 참석,"'제22회 서울특별시 발달장애인 농구잔치'는 서울시장애인복지시설협회 주관으로, 농구라는 체육활동을 통해 발달장애인들의 자신감을 향상시키고 장애인의 건강한 삶을 도모함과 동시에 서울시민의 장애인식을 개선하기 위해 마련됐다. 특히 올해는 코로나19 팬데믹과 이태원 참사로 인한 애도, 전국적인...",아시아경제,https://n.news.naver.com/mnews/article/277/0005448407?sid=102,2026-07-27 11:42:36
복지지원사업,서울특별시 장애인 복지,"서울시장애인체육회,'88패럴림피언 출신' 권익태 신임 사무처장 선임[오...","강원도장애인체육회, 강원도장애인종합복지관, 서울시립북부장애인복지관, 서울특별시장애인체육회를 거치며 장애인 체육 및 복지 분야에서 실무 경험을 쌓아온 선수 출신 행정가다. 특히 한국장애인고용공단과 협업해 체육직무를 개발, 선수의 기업 연계 및 취업을 이끄는 구조를 마련해...",스포츠조선,https://m.sports.naver.com/general/article/076/0004238199,2026-07-27 11:42:36
복지지원사업,서울특별시 장애인 복지,"유니클로, 서울시∙한국뇌성마비복지회와 함께 ‘2026 장애인의류리폼...","유니클로 관계자는 “올해 서울특별시 및 한국뇌성마비복지회와의 업무협약을 통해 장애인의류리폼지원 사업이 한 단계 더 확장될 수 있는 토대를 마련하게 되어 뜻깊게 생각한다”며, ”본 사업을 통해 장애로 인해 기성복 착용이 어려운 분들의 불편함이 조금이나마 해소되고 보다 편리한 일상을 경험할...",스포츠경향,https://n.news.naver.com/mnews/article/144/0001111021?sid=103,2026-07-27 11:42:48
복지지원사업,서울특별시 장애인 복지,"한국지방재정공제회(LOFA), 연말 맞이 서울시 장애인 공동생활가정 자립...","한국지방재정공제회(이사장 이인재, 이하 재정공제회)는 연말을 맞아 서울시 장애인의 자립 지원을 위해 서울특별시장애인복지시설협회(회장 허곤, 이하 협회)를 방문하여 3,000만 원의 후원금을 전달했다고 밝혔다. 재정공제회는 후원과 더불어 지난 19일, 임직원이 직접 참여하는 봉사활동 ‘달곰한 선물’...",매일경제,https://n.news.naver.com/mnews/article/009/0005418842?sid=101,2026-07-27 11:43:01
복지지원사업,서울특별시 장애인 복지,서울시 교통문화상 대상에 '영등포구 장애인사랑나눔의 집',"사고 상담·무료 셔틀버스 운행 등 장애인 교통복지 기여 서울시는 2024년도 '서울특별시 교통문화상' 대상 수상자로 영등포구 장애인사랑나눔의 집을 선정했다고 23일 밝혔다. 영등포구 장애인사랑의나눔의 집은 17년간 교통사고 상담, 무료 셔틀버스 운행 등 사업을 적극 추진해왔다. 또...",연합뉴스,https://n.news.naver.com/mnews/article/001/0015121009?sid=102,2026-07-27 11:43:01
복지지원사업,서울특별시 장애인 복지,"발달장애인 맘껏 바깥생활 할 수 있게···강남구, 배상책임보험 가입...","구는 이를 위해 ‘서울특별시 강남구 발달장애인의 사회활동을 위한 보험가입 및 지원 조례’를 마련, 지난 3월 구의회의 심의·의결을 거쳤다. 구... 강남구에 거주하는 발달장애인은 올해 4월 기준 1885명으로, 2022년(1631명)보다 15.6% 늘었다. 지원 대상은 강남구에 주소를 둔 법상 등록...",경향신문,https://n.news.naver.com/mnews/article/032/0003444313?sid=102,2026-07-27 11:43:14
복지지원사업,서울특별시 장애인 복지,"""일반 가정도 힘든데""... 동작구, 장애인 부모 양육수당 신설","▲ 동작구청 ⓒ 박정길 ""일반 가정도 아이 키우기 힘든데, 장애를 가진 부모들은 더 힘들 수밖에 없잖아요."" 기자가 동작구청 장애인복지과로 전화를... 동작구는 앞서 '서울특별시 동작구 장애인 가족 지원 조례'를 개정해 제도적 기반을 마련했다. 일회성 지원이 아닌 지속적인 양육 지원 체계를 구축하겠다는...",오마이뉴스,https://n.news.naver.com/mnews/article/047/0002514969?sid=102,2026-07-27 11:43:28
복지지원사업,서울특별시 장애인 복지,시각장애인 회원 오자 ‘점자기’ 산 트레이너… “이건 내가 해야 할 ...,영상의 주인공은 서울특별시 구로구의 한 헬스장에서 근무하는 정지우(28)씨다. 그는 시각장애인 회원 A씨가 헬스장에 등록하자 사비로 휴대용 점자기... 사설 헬스장에서 이런 배려를 받아본 게 처음이라며 기뻐하시는 모습을 보면 나도 보람을 느낀다.” -농아노인센터에서도 강사로 활동 중이라고 들었다....,헬스조선,https://n.news.naver.com/mnews/article/346/0000109138?sid=004,2026-07-27 11:43:42
복지지원사업,서울특별시 장애인 복지,"용산구, 심폐소생술 교육 확대…외국인·청각장애인까지 ‘무장벽 교육...","구는 아동복지시설과 서울역 인근 쪽방촌 등을 대상으로 방문 교육을 추진 중이며, 민간 전문 교육기관과 협력해 맞춤형 교육도 제공할 계획이다. 외국인과 청각장애인을 위한 ‘무장벽(배리어프리) 교육’도 추진한다. 지난 4월 16일에는 이태원글로벌빌리지센터와 협력해 전문 통역사와 인공지능(AI)...",문화일보,https://n.news.naver.com/mnews/article/021/0002788976?sid=102,2026-07-27 11:43:57
복지지원사업,서울특별시 장애인 복지,"서울의료원, 장애인의 날 맞아 ‘장애친화 건강검진의 날’ 개최","서울특별시 서울의료원(의료원장 이현석)이 장애인의 날을 기념해 장애인과 가족만을 위한 ‘장애친화 건강검진의 날’을 개최하였다. 장애인의 재활과... 이날 검진에는 푸르메재단이 운영하는 서울장애인종합복지관, 종로관 이용 과 주 돌봄자인 가족 총 30명이 참여하였다. 참여 중...",이데일리,https://n.news.naver.com/mnews/article/018/0006261803?sid=102,2026-07-27 11:44:13
복지지원사업,서울특별시 장애인 복지,"금호석유화학, 장애인복지시설에 맞춤형 보장구 지원",백종훈 금호석유화학 대표(왼쪽)와 허곤 서울특별시장애인복지시설협회 회장 (사진=금호석화) 전날 백종훈 금호석유화학 대표와 임직원들은 서울시 마포구에 위치한 서울복지타운을 방문해 맞춤형 보장구 지원금 6천390만원을 전달했다. 이어 시설 관계자들과 맞춤형 보장구 보급 필요성에 공감하며 앞으로도...,지디넷코리아,https://n.news.naver.com/mnews/article/092/0002335924?sid=105,2026-07-27 11:44:30
복지지원사업,서울특별시 장애인 복지,유니클로 2026 장애인의류리폼지원 사업 진행,기성복 착용에 어려움을 겪는 참여자 400명에 1600장 지원 글로벌 패션 브랜드 유니클로가 서울특별시 및 사단법인 한국뇌성마비복지회와 함께 ‘2026 장애인의류리폼지원 사업’을 진행한다고 20일 밝혔다. 이 사업은 장애로 기성복 착용에 어려움을 겪는 에게 맞춤형 리폼 의류를 지원한다. 과...,매일경제,https://n.news.naver.com/mnews/article/009/0005668418?sid=103,2026-07-27 11:45:22
복지지원사업,서울특별시 장애인 복지,"동작구, 장애인 가정에 월 10만원 양육지원수당 신설","구는 지난달 '서울특별시 동작구 장애인 가족 지원 조례'를 개정해 제도적 기반을 마련했다. 일회성 지원에 그치지 않고 양육 전반에 걸친 지속적인... 자세한 사항은 동작구청 장애인복지과(02-820-9125)로 문의하면 된다. 박일하 동작구청장은 "" 가정이 지역사회 안에서 안정된 일상을 이어갈 수 있도록...",아시아경제,https://n.news.naver.com/mnews/article/277/0005752909?sid=102,2026-07-27 11:45:23
복지지원사업,서울특별시 장애인 지원,"덴컴, 서부장애인치과병원과 AI 진료 플랫폼 도입","치과 인공지능 전문기업 덴컴은 서울특별시 서부장애인치과병원과 손잡고 치과 진료 현장에 인공지능(AI) 솔루션을 도입하기 위한 계약을 체결했다고... 덴컴의 AI 솔루션은 치과 진료에 특화된 경량화 언어모델을 활용해 복잡한 치과 전문 용어를 정확히 인식하고 기록하며, 다양한 언어 으로 여러...",이데일리,https://n.news.naver.com/mnews/article/018/0006334687?sid=102,2026-07-27 11:45:26
복지지원사업,서울특별시 장애인 지원,"인권위, 색동원 등 장애인거주시설 수사 과정 직권조사 개시","국가인권위원회(이하 인권위) 장애인차별시정위원회는 경찰청, 서울특별시경찰청 및 장애인거주시설 인권침해 사건을 수사한 경찰관서를 대상으로 지난... 여성 장애인 등에 대한 성폭력·인권침해 의혹이 제기돼 사회적 관심을 받은 사건으로, 경찰의 피해자 조사 과정에서 진술 조력 및 신뢰관계인 이...",여성신문,https://n.news.naver.com/mnews/article/310/0000138183?sid=102,2026-07-27 11:45:26
복지지원사업,서울특별시 장애인 지원,장애인 고용 대신 부담금 내며 버티는 기관들...공공부문은 경기교육청...,"이어 경상남도교육청 107억원, 경상북도교육청 93억원, 서울특별시교육청 91억원 순이었다. 상위 5곳 중 국방부를 제외한 4곳이 교육청이었다. 장애인... 교육청들은 “장애인 교원을 늘리고 싶어도 임용시험을 거쳐야 하기 때문에 채용이 제한적이다”는 설명이다. 자 풀 자체가 부족하고...",조선일보,https://n.news.naver.com/mnews/article/023/0003985985?sid=102,2026-07-27 11:45:27
복지지원사업,서울특별시 장애인 지원,"‘민간기업 협력 첫 사례’ 서울특별시장애인체육회, ‘제2회 코웨이컵...","이번 대회는 서울특별시장애인체육회가 ‘스포츠를 통한 사회통합 및 사회적 가치 기여’를 실현하기 위해 민간기업과 공동 주최한 대회로 행정 및 예산을 지원하여 추진한 첫 사례다. 이날 경기고, 세종고 등 수도권 지역 8개 고등학교에서 125명의 학생 선수를 비롯해 지도자, 학교장 등 약 200여 명이 참석해...",스포츠서울,https://m.sports.naver.com/basketball/article/468/0001253376,2026-07-27 11:45:27
복지지원사업,서울특별시 장애인 지원,"손끝으로 읽고 귀로 막았다... 전국 시각장애인 쇼다운, 서울서 이틀간...","서울 선수단 메달 6개… 선수 육성 계속 지원 개최지 서울 선수단도 값진 성과를 거뒀다. 금메달 2개와 은메달 2개, 동메달 2개를 획득하며 모두 6개의 메달을 목에 걸었다. 정희영 서울특별시장애인체육회 부회장(숭실사이버대학교 스포츠재활복지학과 교수)은 ""대회를 위해 흘린 선수들의 땀과 노력에 아낌없는...",STN 뉴스,https://m.sports.naver.com/general/article/450/0000152195,2026-07-27 11:45:32
복지지원사업,서울특별시 장애인 지원,"서울시, 장애인 평생교육 조례 손질…2027년 시행 앞두고 지원체계 정비",11일 서울시에 따르면 시는 지난 4일 '서울특별시 장애인 평생교육 지원 조례 전부개정조례안'을 입법예고했다. 의견 제출 기한은 오는 24일까지다. 장애인평생교육법은 지난해 10월 국회 본회의를 통과한 뒤 같은 해 11월 공포됐다. 의 평생교육 참여 권리를 보장하고 자립생활과 사회참여를 촉진하기 위한...,뉴스1,https://n.news.naver.com/mnews/article/421/0008997051?sid=102,2026-07-27 11:45:32
복지지원사업,서울특별시 장애인 지원,"“지방 관리에서 나눔까지”… 365mc, 아트건강기부로 장애인 건강","해당 사업은 체중 관리와 건강한 생활 유지에 어려움을 겪는 발달장애인을 대상으로 한 맞춤형 건강 지원 프로그램으로, 서울특별시중구장애인복지관과의 협업을 통해 진행된다. 지원 사업은 △전문 트레이너가 참여하는 단체 운동 △건강한 요리 만들기 △식단 조절을 위한 부모 교육 △점핑·플로깅...",스포츠월드,https://n.news.naver.com/mnews/article/396/0000735672?sid=103,2026-07-27 11:45:36
복지지원사업,서울특별시 장애인 지원,"[주장] 서울시 장애인콜, 시내요금만큼은 기본 요금으로 운영돼야","ⓒ 서울특별시 시각장애인 플러스 지원센터 시각장애인, 지체장애인, 중증장애인에게 복지콜, 장애인콜, 바우처콜은 필수불가결한 이동 수단이다. 많은 중증장애인들은 이 교통수단을 통해 병원을 가고 복지관을 가며, 친구를 만나 취미 생활을 즐기기도 한다. 비들도 택시나 버스, 지하철 등...",오마이뉴스,https://n.news.naver.com/mnews/article/047/0002499568?sid=102,2026-07-27 11:45:40
복지지원사업,서울특별시 장애인 지원,"동아오츠카, 장애인 체육 분야 후원 공로 인정 받아 표창 수상","동아오츠카는 2025 서울특별시 장애인생활체육대회 음료 지원, ‘2025 제11회 시각장애인과 함께하는 어울림마라톤’ 공식음료 참여, 2년 연속 ‘파랑달벗’ 프로그램 운영을 통한 시각장애 러너 및 가이드 러너 지원 등 장애인 체육 활성화와 참여 저변 확대에 꾸준히 기여해 온 점을 높이 평가받아...",뉴시스,https://n.news.naver.com/mnews/article/003/0013665294?sid=101,2026-07-27 11:45:40
복지지원사업,서울특별시 장애인 지원,"성동구의회 이영심 의원, 시각장애인 권익 향상 공로 ‘감사패’ 받아","아울러 제285회 정례회에서는 ‘서울특별시 성동구 장애인 가정 출산 지원금 지원 조례안’을 발의해 장애인 가정의 경제적 부담 완화와 출산·양육 환경 개선을 위한 제도적 지원에도 힘썼다. 서울시 시각장애인연합회 성동구지회는 감사패를 통해 “아낌없는 과 따뜻한 관심을 보내주셨으며, 그 헌신과...",서울신문,https://n.news.naver.com/mnews/article/081/0003602383?sid=102,2026-07-27 11:45:41
복지지원사업,서울특별시 장애인 지원,"홈플러스, 발달장애인 자립 지원…서울특별시 어린이병원과 맞손",홈플러스가 ESG(환경·사회·지배구조) 경영의 일환으로 서울특별시 어린이병원과 함께 '발달장애인 사회 및 경제적 자립기반 마련 업무협약'을 체결했다고... 홈플러스는 지난해 6월부터 '서울시 장애인 일자리 통합지원센터'에서 예술 을 추천 받아 문화·예술 의 직접 고용을 통한 자립 활동을...,뉴시스,https://n.news.naver.com/mnews/article/003/0013060851?sid=101,2026-07-27 11:45:51
복지지원사업,서울특별시 장애인 지원,"서울 마포구, 장애인 자동차 무상 점검…각종 소모품 교체비용도",마포구는 지원을 위해 지난해 '서울특별시 마포구 장애인 자동차 안전점검 지원에 관한 조례'를 제정하고 올해 3월4일 서울시자동차전문정비사업조합 마포구지회와 업무협약을 맺었다. 지원 대상은 마포구 장애인 자동차 중 주차 가능 표지를 발급받은 차량이다. 구는 상하반기 각 150대씩 선착순으로 신청을...,데일리안,https://n.news.naver.com/mnews/article/119/0002933825?sid=102,2026-07-27 11:46:06
복지지원사업,서울특별시 장애인 지원,"퍼플엘리펀트, 시각장애인과 함께하는 ‘어울림 마라톤대회’ 참가",올해로 12회를 맞은 ‘시각장애인과 함께하는 어울림 마라톤대회’는 서울특별시장애인체육회가 주최하고 서울시각장애인스포츠연맹... 퍼플엘리펀트 관계자는 “장애인과 신경다양인 등 취업 취약계층이 자신의 강점을 기반으로 커리어를 설계하고 성장할 수 있도록 다방면에서 하고 있다”며...,동아일보,https://n.news.naver.com/mnews/article/020/0003727170?sid=101,2026-07-27 11:46:06
복지지원사업,서울특별시 장애인 지원,돕는 일이니까...보쉬 임직원들이 시각장애인과 함께하는 어울림 마라톤...,"대회 후원금 및 참가비는 시각장애인 이동권 개선 및 발전 기금, 스포츠 활동 지원 기금에 전액 사용된다. 이번 대회는 서울특별시장애인체육회와 서울시각장애인스포츠연맹이 주최하고 실명퇴치운동본부와 주한독일상공회의소 등이 공동 주관했다. 보쉬에서는 로버트보쉬코리아를 비롯해 보쉬전장...",OSEN,https://n.news.naver.com/mnews/article/109/0005553699?sid=103,2026-07-27 11:46:16
복지지원사업,서울특별시 장애인 지원,"서울시장애인체육회, '생성형 AI·스포츠 멘탈케어' 역량강화교육","서울특별시장애인체육회가 24일 송파구 가든파이브툴의 대교육장에서 서울시 내 민간·공공 기업 소속 장애인체육 선수와 지도자, 그리고 취업을... 교육했고, ▲장애인선수단 창단지원사업 ▲장애인선수 취업 정보 제공 등을 안내했다. 특히 훈련 성과 보고서 자동화 작성 및 개인 훈련 계획 수립에 생성형 AI를...",뉴시스,https://m.sports.naver.com/general/article/003/0014027051,2026-07-27 11:46:27
복지지원사업,서울특별시 장애인 지원,"CJ대한통운, 장애인 스포츠단 창단…“10개 종목서 21명 정식 채용”","이날 행사에는 CJ대한통운 윤진 한국사업부문대표와 김유승 인사지원실장, 정희영 서울특별시장애인체육회 부회장, 홍성훈 한국장애인고용공단 서울지역본부장, 장애인 선수 및 보호자 30여 명이 참석했다. 이번 협약식을 통해 CJ대한통운은 청각축구, 골볼, 휠체어럭비, 사이클, 스노보드, 당구, 사격...",헤럴드경제,https://n.news.naver.com/mnews/article/016/0002495367?sid=101,2026-07-27 11:46:28
복지지원사업,서울특별시 장애인 지원,"CJ대한통운, 장애인 스포츠단 창단…""훈련도 근로시간 인정""","이날 행사에는 CJ대한통운 윤진 한국사업부문 대표와 김유승 인사지원실장, 정희영 서울특별시장애인체육회 부회장, 홍성훈 한국장애인고용공단 서울지역본부장, 장애인 선수 및 보호자 30여 명이 참석했다. 이번 협약식을 통해 CJ대한통운은 △청각 축구 △골볼 △휠체어럭비 △사이클 △스노보드 △당구...",뉴스1,https://n.news.naver.com/mnews/article/421/0008352722?sid=101,2026-07-27 11:47:04
복지지원사업,서울특별시 장애인 지원,"금천구, 장애인 재활협의체 개최…방문재활 연계방안 논의","서울 금천구가 장애인 건강관리와 지역사회 복귀 지원을 위해 보건·복지기관이 참여하는 재활협의체 회의를 열고 방문재활 서비스 연계 방안을... 이날 회의에는 금천구보건소와 서울특별시남부지역장애인보건의료센터, 현대케어, 금천종합복지관, 금천호암노인복지관, 금천수어통역센터...",뉴스1,https://n.news.naver.com/mnews/article/421/0009009969?sid=102,2026-07-27 11:47:16
복지지원사업,서울특별시 장애인 지원,마포 “장애인 차량 안전점검 지원해드려요”,마포구는 지난해 ‘서울특별시 마포구 장애인 자동차 안전점검 지원에 관한 조례’를 제정하고 이달 4일 서울시자동차전문정비사업조합 마포구지회와 업무협약을 맺고 본격적인 지원을 시작한다고 17일 밝혔다. 지원 대상은 마포구 자동차 중 주차 가능 표지를 발급받은 차량이다. 마포구는...,서울신문,https://n.news.naver.com/mnews/article/081/0003525639?sid=100,2026-07-27 11:47:38
복지지원사업,서울특별시 장애인 지원,"넷마블조정선수단, ‘2026 서울특별시장배 전국장애인조정대회’서 21개...",서울특별시장애인체육회가 주최하고 서울특별시장애인조정연맹과 대한장애인조정연맹이 주관하는 이번 대회는 수상 및 실내 종목을 비롯해 성별... 강이성 넷마블조정선수단 선수는 “작년에는 부상도 있었는데 안정적인 덕분에 재활에 집중할 수 있었고 올해 좋은 결과까지 낼 수 있게 되어...,디지털타임스,https://n.news.naver.com/mnews/article/029/0003029465?sid=105,2026-07-27 11:48:14
복지지원사업,서울특별시 장애인 지원,"넷마블조정선수단, '서울시장배 전국장애인조정대회'서 메달 21개 획득","서울특별시장애인체육회가 주최하고 서울특별시장애인조정연맹과 대한장애인조정연맹이 주관하는 이번 대회는 수상 및 실내 종목을 비롯해 성별(남... 넷마블조정선수단 강이성 선수는 ""작년에는 부상도 있었는데 안정적인 덕분에 재활에 집중할 수 있었고 올해 좋은 결과까지 낼 수 있게 되어...",포모스,https://m.sports.naver.com/general/article/236/0000255246,2026-07-27 11:48:28
